날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,
9,29,22,0.005,0.029,0.4,0.004,
10,24,20,0.008,0.025,0.3,0.003,
11,37,23,0.011,0.024,0.3,0.003,
12,39,26,0.019,0.022,0.2,0.003,
13,36,27,0.025,0.018,0.1,0.002,
14,40,23,0.024,0.020,0.1,0.002,
15,41,30,0.031,0.019,0.1,0.003,
16,48,31,0.028,0.023,0.1,0.003,
17,45,27,0.017,0.027,0.1,0.003,
18,35,23,0.015,0.024,0.1,0.003,
19,23,17,0.008,0.028,0.2,0.003,
20,29,24,0.006,0.024,0.2,0.002,
21,31,17,0.004,0.024,0.2,0.002,
22,43,16,0.007,0.017,0.1,0.002,
23,33,20,0.005,0.021,0.2,0.002,
0,30,22,0.005,0.019,0.1,0.003,
1,28,22,0.004,0.020,0.1,0.005,
2,23,20,0.007,0.018,0.1,0.004,
3,34,22,0.012,0.011,0.3,0.004,
4,30,24,0.007,0.015,0.3,0.005,
5,28,25,0.011,0.013,0.2,0.005,
6,33,20,0.008,0.014,0.2,0.004,
7,31,21,0.004,0.020,0.2,0.003,
8,28,21,0.004,0.022,0.3,0.003,
9,34,22,0.004,0.023,0.3,0.002,
10,37,19,0.005,0.023,0.4,0.003,
11,27,22,0.009,0.019,0.3,0.003,
12,43,28,0.008,0.025,0.5,0.003,
13,47,27,0.009,0.023,0.5,0.003,
14,39,25,0.008,0.025,0.4,0.002,
15,53,31,0.007,0.020,0.3,0.002,
16,27,16,0.007,0.022,0.3,0.002,
17,35,27,0.007,0.023,0.4,0.002,
18,30,23,0.012,0.023,0.3,0.002,
19,28,22,0.021,0.023,0.2,0.002,
20,36,25,0.018,0.028,0.3,0.002,
21,38,20,0.022,0.018,0.2,0.002,
22,33,19,0.025,0.017,0.2,0.002,
23,39,23,0.016,0.018,0.2,0.002,
0,30,18,0.011,0.018,0.3,0.003,
1,33,30,0.013,,0.3,0.003,
2,38,28,0.021,,0.2,0.002,
3,30,20,0.023,,0.1,0.002,
4,25,21,0.021,,0.1,0.002,
5,33,25,0.018,,0.2,0.002,
6,32,23,0.010,,0.2,0.002,
7,37,22,0.005,,0.2,0.002,
8,48,37,0.008,,0.4,0.002,
9,60,47,0.019,,0.4,0.002,
10,39,37,0.028,,0.4,0.002,
11,56,41,0.036,,0.4,0.002,
12,57,46,0.041,,0.4,0.002,
13,53,45,0.059,,0.4,0.002,
14,72,47,0.061,,0.4,0.002,
15,63,45,0.058,,0.4,0.002,
16,55,45,0.064,,0.4,0.002,
17,93,56,0.072,,0.6,0.002,
18,89,54,0.066,,0.5,0.002,
19,85,45,0.065,,0.5,0.002,
20,91,57,0.058,,0.5,0.002,
21,89,45,0.047,,0.4,0.002,
22,80,45,0.041,,0.4,0.002,
23,82,43,0.034,,0.5,0.002,
0,74,45,0.023,,0.5,0.002,
1,75,35,0.016,,0.6,0.002,
2,64,48,0.016,,0.6,0.002,
3,68,63,0.019,,0.6,0.002,
4,55,47,0.037,,0.4,0.003,
5,37,32,0.026,,0.4,0.002,
6,60,37,0.012,,0.5,0.002,
7,78,47,0.008,,0.6,0.002,
8,63,21,0.012,,0.6,0.002,
9,4,4,0.012,,0.5,0.002,
10,19,2,0.006,,0.8,0.002,
11,28,11,0.005,,0.9,0.002,
12,29,15,0.007,,0.7,0.002,
13,27,8,0.014,,0.7,0.001,
14,11,7,0.018,,0.6,0.001,
15,1,1,0.027,,0.6,0.002,
16,16,7,0.024,,0.7,0.001,
17,18,6,0.026,,0.4,0.001,
18,27,7,0.030,,0.4,0.002,
19,42,20,0.020,,0.5,0.002,
20,53,17,0.009,,0.5,0.003,
21,57,16,0.007,,0.4,0.003,
22,60,13,0.005,,0.4,0.002,
23,61,16,0.002,,0.4,0.002,
0,52,9,0.002,,0.4,0.002,
1,46,15,0.005,,0.3,0.002,
2,44,18,0.012,,0.3,0.001,
3,32,17,0.015,,0.2,0.002,
4,40,17,0.014,,0.2,0.001,
5,45,15,0.014,,0.2,0.002,
6,29,18,0.012,,0.2,0.002,
7,42,15,0.010,,0.2,0.002,
8,37,19,0.012,,0.2,0.002,
9,23,12,0.018,,0.2,0.002,
10,33,19,0.021,,0.2,0.002,
11,42,19,0.017,,0.2,0.003,
12,37,15,0.017,,0.3,0.003,
13,43,23,0.024,,0.3,0.002,
14,26,13,0.046,,0.2,0.002,
15,18,11,0.067,,0.2,0.002,
16,31,18,0.063,,0.2,0.002,
17,48,26,0.074,,0.2,0.003,
18,52,23,0.061,,0.2,0.004,
19,28,15,0.049,,0.2,0.003,
20,42,20,0.041,,0.2,0.003,
21,56,16,0.037,,0.2,0.002,
22,55,20,0.017,,0.2,0.002,
23,43,14,0.011,,0.2,0.001,
0,43,39,0.009,,0.2,0.001,
1,40,23,0.012,,0.2,0.001,
2,41,29,0.013,,0.2,0.001,
3,39,26,0.013,,0.2,0.001,
4,41,29,0.013,,0.2,0.002,
5,45,29,0.010,,0.2,0.001,
6,41,29,0.007,,0.2,0.001,
7,38,26,0.003,,0.3,0.001,
8,40,28,0.004,,0.5,0.001,
9,41,30,0.008,,0.3,0.002,
10,32,32,0.010,,0.3,0.002,
11,36,27,0.017,,0.2,0.002,
12,27,21,0.031,,0.1,0.002,
13,47,35,0.041,,0.1,0.002,
14,60,42,0.040,,0.1,0.004,
15,32,29,0.038,,0.1,0.004,
16,12,16,0.033,,0.1,0.005,
17,31,26,0.021,,0.2,0.002,
18,27,16,0.017,,0.1,0.001,
19,26,20,0.013,,0.2,0.001,
20,35,23,0.011,,0.3,0.001,
21,30,14,0.011,,0.1,0.001,
22,25,11,0.012,,0.2,0.001,
23,16,16,0.006,,0.1,0.001,
0,25,15,0.004,,0.1,0.001,
,,,,,,,
,,,,,,,
